Id,Invoice_Number__c,Paid_Amount__c,Status__c
a0xRg00000DZizbIAD,INV-TRD-1143,1045925,Fully Paid
a0xRg00000DZl1OIAT,INV-TRD-1145,,Pending
a0xRg00000DZmrtIAD,INV-TRD-1141,2039400,Fully Paid
a0xRg00000DZoLrIAL,INV-TRD-1144,28451.33,Fully Paid
a0xRg00000DZqYxIAL,INV-TRD-1146,31051,Fully Paid
a0xRg00000DbqGHIAZ,INV-TRD2-297,202848.2,Fully Paid
a0xRg00000Dbrc9IAB,INV-TRD2-298,503187.5,Fully Paid
a0xRg00000Dbs5BIAR,INV-TRD2-299,91350,Fully Paid
a0xRg00000DbsmjIAB,INV-TRD2-300,205259.8,Fully Paid
a0xRg00000DbtCXIAZ,INV-TRD-1147,101137.8,Fully Paid
a0xRg00000Dby5lIAB,INV-GFF-1,292200,Fully Paid
a0xRg00000DeAh7IAF,INV-TRD2-301,86591.4,Fully Paid
a0xRg00000DeAijIAF,INV-TRD2-302,85797,Fully Paid
a0xRg00000DeAkLIAV,INV-TRD2-303,84992.8,Fully Paid
a0xRg00000DeAnZIAV,INV-TRD2-304,91881.1,Fully Paid
a0xRg00000DeApBIAV,INV-TRD2-305,210050.79,Partially Paid
a0xRg00000DeAqnIAF,INV-TRD2-306,79237.04,Partially Paid
a0xRg00000DeAsPIAV,INV-TRD2-307,,Pending
a0xRg00000DeAvdIAF,INV-TRD2-308,200327,Fully Paid
a0xRg00000DeAxFIAV,INV-TRD2-309,81815.5,Fully Paid
a0xRg00000DeAyrIAF,INV-TRD2-310,102044.8,Fully Paid
a0xRg00000DeB0TIAV,INV-TRD2-311,89557,Fully Paid
a0xRg00000DeB25IAF,INV-TRD2-312,88448,Partially Paid
a0xRg00000DeB3hIAF,INV-TRD2-313,,Pending
a0xRg00000DeB5JIAV,INV-TRD2-314,82610,Fully Paid
a0xRg00000DeB6vIAF,INV-TRD2-315,103026,Fully Paid
a0xRg00000DeB8XIAV,INV-TRD2-316,105669.3,Fully Paid
a0xRg00000DeBDNIA3,INV-TRD2-317,89298.8,Partially Paid
a0xRg00000DeBEzIAN,INV-TRD-1148,30421.1,Fully Paid
a0xRg00000DeBGbIAN,INV-TRD-1149,34415,Fully Paid
a0xRg00000DeBJpIAN,INV-TRD-1150,32550,Fully Paid
a0xRg00000DeBLRIA3,INV-TRD-1151,,Cancelled
a0xRg00000DeBOfIAN,INV-TRD-1152,,Cancelled
a0xRg00000DeBQHIA3,INV-TRD-1153,,Pending
a0xRg00000DeCuEIAV,INV-TRD-1162,20200,Fully Paid
a0xRg00000DeDYYIA3,INV-TRD-1157,20720,Fully Paid
a0xRg00000DeDogIAF,INV-TRD2-318,22807.6,Fully Paid
a0xRg00000DeFGzIAN,INV-TRD-1154,27495.9,Fully Paid
a0xRg00000DeFSHIA3,INV-TRD-1155,46824,Fully Paid
a0xRg00000DeFaLIAV,INV-TRD-1156,69123.94,Partially Paid
a0xRg00000DeFgnIAF,INV-TRD-1158,23440,Fully Paid
a0xRg00000DeFldIAF,INV-TRD-1159,45940,Fully Paid
a0xRg00000DeHaXIAV,INV-TRD-1160,22180,Fully Paid
a0xRg00000DeHsHIAV,INV-TRD-1161,47140,Fully Paid
a0xRg00000DeI0LIAV,INV-TRD-1163,19720,Fully Paid
a0xRg00000DeIgHIAV,INV-TRD-1164,19480,Fully Paid
a0xRg00000DgOZVIA3,INV-TRD-1165,29802,Partially Paid
a0xRg00000DgcB3IAJ,INV-GFF-2,292200,Fully Paid
a0xRg00000DiI3NIAV,INV-TRD-1166,27307.98,Fully Paid
a0xRg00000Dj75uIAB,INV-GFF-3,292200,Fully Paid
a0xRg00000Dj9R3IAJ,INV-GFF-4,135100,Fully Paid
a0xRg00000DjALVIA3,INV-GFF-5,140100,Fully Paid
a0xRg00000DjARxIAN,INV-GFF-6,153600,Fully Paid
a0xRg00000DlMTpIAN,INV-GFF-7,433200,Fully Paid
a0xRg00000DlMaHIAV,INV-GFF-8,144000,Fully Paid
a0xRg00000DlNEbIAN,INV-GFF-9,2800,Partially Paid
a0xRg00000DlODtIAN,INV-GFF-10,3250,Fully Paid
a0xRg00000DlOKLIA3,INV-GFF-11,135970,Partially Paid
a0xRg00000DnoCHIAZ,INV-GFF-12,142279.57,Partially Paid
a0xRg00000DnpGPIAZ,INV-TRD2-319,497171,Fully Paid
a0xRg00000Dnq7dIAB,INV-TRD2-320,22838,Fully Paid
a0xRg00000Dnq9FIAR,INV-TRD2-321,492195,Fully Paid
a0xRg00000Dq5NeIAJ,INV-GFF-13,153600,Fully Paid
a0xRg00000Dq75xIAB,INV-GFF-14,559250,Fully Paid
a0xRg00000Dq79BIAR,INV-GFF-15,151700,Fully Paid
a0xRg00000Dq7FdIAJ,INV-GFF-16,817470,Partially Paid
a0xRg00000Dq9sXIAR,INV-GFF-17,138800,Fully Paid
a0xRg00000Dq9vlIAB,INV-GFF-18,138800,Fully Paid
a0xRg00000DqAS1IAN,INV-GFF-19,139400,Fully Paid
a0xRg00000DqCdVIAV,INV-TRD2-322,131978,Fully Paid
a0xRg00000DqDGEIA3,INV-GFF-22,3250,Fully Paid
a0xRg00000DqEFWIA3,INV-GFF-21,169320,Fully Paid
a0xRg00000DqH8XIAV,INV-GFF-20,169320,Fully Paid
a0xRg00000DsND3IAN,INV-TRD2-323,101643.9,Fully Paid
a0xRg00000DsNucIAF,INV-GFF-25,150100,Fully Paid
a0xRg00000DsOykIAF,INV-TRD-1167,337380.2,Fully Paid
a0xRg00000DsPWgIAN,INV-TRD-1169,33738.02,Fully Paid
a0xRg00000DsPbRIAV,INV-GFF-23,,Cancelled
a0xRg00000DsPd3IAF,INV-TRD-1168,33738.02,Fully Paid
a0xRg00000DsPefIAF,INV-TRD-1170,33738.02,Fully Paid
a0xRg00000DsPgHIAV,INV-GFF-24,150100,Fully Paid
a0xRg00000DsQ2rIAF,INV-GFF-26,161000,Fully Paid
a0xRg00000DsQ9JIAV,INV-GFF-27,3250,Fully Paid
a0xRg00000DsQFlIAN,INV-GFF-28,3255,Fully Paid
a0xRg00000DsXluIAF,INV-TRD-1172,,Cancelled
a0xRg00000DsZHSIA3,INV-TRD-1173,,Cancelled
a0xRg00000DsZsXIAV,INV-TRD-1171,186580.05,Cancelled
a0xRg00000DsaS1IAJ,INV-TRD-1174,,Cancelled
a0xRg00000DuMCrIAN,INV-TRD-1175,672925.2,Fully Paid
a0xRg00000DuMETIA3,INV-TRD-1176,269170.08,Fully Paid
a0xRg00000DuMSzIAN,INV-TRD-1177,224308.4,Fully Paid
a0xRg00000DuMb3IAF,INV-TRD-1178,,Cancelled
a0xRg00000DuMcfIAF,INV-TRD-1179,,Cancelled
a0xRg00000DuMeHIAV,INV-TRD-1180,,Cancelled
a0xRg00000DuMftIAF,INV-TRD-1181,,Cancelled
a0xRg00000DuMhVIAV,INV-TRD-1182,,Cancelled
a0xRg00000DuMhWIAV,INV-TRD-1183,,Cancelled
a0xRg00000DvGzpIAF,INV-GFF-29,162200,Fully Paid
a0xRg00000DvHcXIAV,INV-GFF-30,237600,Fully Paid
a0xRg00000DvHe9IAF,INV-GFF-31,134000,Fully Paid
a0xRg00000DvIn7IAF,INV-GFF-32,3250,Fully Paid
a0xRg00000DvIqLIAV,INV-GFF-33,131400,Fully Paid
a0xRg00000DvJ4sIAF,INV-GFF-37,265200,Fully Paid
a0xRg00000DvJEXIA3,INV-GFF-34,131400,Fully Paid
a0xRg00000DvJMbIAN,INV-GFF-35,3250,Fully Paid
a0xRg00000DvJODIA3,INV-GFF-36,265200,Fully Paid
a0xRg00000DvVPPIA3,INV-GFF-39,132700,Fully Paid
a0xRg00000DvaldIAB,INV-GFF-38,3250,Fully Paid
a0xRg00000DxmqjIAB,INV-PES-6,7789100,Fully Paid
a0xRg00000E2NmrIAF,INV-GFF-40,137900,Fully Paid
a0xRg00000E2NoTIAV,INV-GFF-41,137900,Fully Paid
a0xRg00000E2QcfIAF,INV-BTL-119,500450,Fully Paid
a0xRg00000E2SkvIAF,INV-TRD2-325,20810,Fully Paid
a0xRg00000E2VAwIAN,INV-TRD-1184,23980,Fully Paid
a0xRg00000E2XeCIAV,INV-TRD2-326,81690,Fully Paid
a0xRg00000E4lRhIAJ,INV-TRD2-329,204555,Fully Paid
a0xRg00000E4lTJIAZ,INV-TRD2-330,204555,Fully Paid
a0xRg00000E4oMLIAZ,INV-GFF-42,133146.82,Fully Paid
a0xRg00000E4qftIAB,INV-TRD2-331,80939,Partially Paid
a0xRg00000E4wF3IAJ,INV-TRD-1185,27650,Partially Paid
a0xRg00000E52XNIAZ,INV-TRD2-332,98468.5,Fully Paid
a0xRg00000E6sdZIAR,INV-TRD-1186,26343.68,Fully Paid
a0xRg00000E6sfBIAR,INV-TRD2-333,,Pending
a0xRg00000E6sgnIAB,INV-TRD2-334,,Pending
a0xRg00000E6siPIAR,INV-TRD2-335,,Pending
a0xRg00000E6sk1IAB,INV-TRD2-336,,Pending
a0xRg00000E6sldIAB,INV-TRD2-337,,Cancelled
a0xRg00000E6sorIAB,INV-TRD2-338,,Cancelled
a0xRg00000E6t09IAB,INV-TRD2-339,264.4,Partially Paid
a0xRg00000E6t4zIAB,INV-TRD2-340,36173.44,Fully Paid
a0xRg00000E6t6bIAB,INV-TRD2-341,82558.6,Fully Paid
a0xRg00000E6t8DIAR,INV-TRD2-342,82558.6,Fully Paid
a0xRg00000E6tD3IAJ,INV-TRD2-343,82558.6,Fully Paid
a0xRg00000E88GTIAZ,INV-BTL-120,2489000,Fully Paid
a0xRg00000E8C2NIAV,INV-GFF-43,187560,Fully Paid
a0xRg00000E8Kr7IAF,INV-TRD2-344,42879,Fully Paid
a0xRg00000E8L5dIAF,INV-TRD2-345,198641,Fully Paid
a0xRg00000EASZGIA5,INV-GFF-45,3205,Partially Paid
a0xRg00000EASivIAH,INV-GFF-44,3235,Partially Paid
a0xRg00000EAUCsIAP,INV-TRD-1190,60000,Fully Paid
a0xRg00000EAV7JIAX,INV-TRD-1187,34375.22,Fully Paid
a0xRg00000EAV8vIAH,INV-TRD-1188,,Pending
a0xRg00000EAVC9IAP,INV-TRD-1189,33637.42,Fully Paid
a0xRg00000EAVDlIAP,INV-GFF-46,135500,Fully Paid
a0xRg00000EAVFNIA5,INV-GFF-47,3250,Fully Paid
a0xRg00000EAW09IAH,INV-TRD2-346,106111.8,Fully Paid
a0xRg00000EAX13IAH,INV-TRD-1191,31465,Fully Paid
a0xRg00000EAY8QIAX,INV-TRD-1192,133736.28,Fully Paid
a0xRg00000ECu82IAD,INV-TRD-1193,136197.48,Partially Paid
a0xRg00000ECuJJIA1,INV-TRD-1194,332663.7,Partially Paid
a0xRg00000ECvVcIAL,INV-TRD-1195,25901,Partially Paid
a0xRg00000ECwDAIA1,INV-TRD-1203,20200,Fully Paid
a0xRg00000ECwjJIAT,INV-TRD-1196,25901,Partially Paid
a0xRg00000ECxc9IAD,INV-TRD2-347,441500,Fully Paid
a0xRg00000ED0v0IAD,INV-TRD-1200,45940,Fully Paid
a0xRg00000ED1flIAD,INV-TRD-1197,,Pending
a0xRg00000ED1sgIAD,INV-TRD-1202,47140,Fully Paid
a0xRg00000ED2K6IAL,INV-TRD-1204,19720,Fully Paid
a0xRg00000ED2WzIAL,INV-TRD-1198,20720,Fully Paid
a0xRg00000ED2X0IAL,INV-TRD-1206,23980,Fully Paid
a0xRg00000ED3CvIAL,INV-TRD-1199,23440,Fully Paid
a0xRg00000ED3b7IAD,INV-TRD-1201,22180,Fully Paid
a0xRg00000ED4DpIAL,INV-TRD-1205,19480,Fully Paid
a0xRg00000EFOpxIAH,INV-TRD-1207,47523.62,Fully Paid
a0xRg00000EFOrZIAX,INV-TRD-1208,47523.62,Fully Paid
a0xRg00000EFOy1IAH,INV-TRD-1209,45263.02,Fully Paid
a0xRg00000EFOzdIAH,INV-TRD-1210,45263.02,Fully Paid
a0xRg00000EFP1FIAX,INV-TRD-1211,22631.51,Fully Paid
a0xRg00000EHbSvIAL,INV-GFF-48,133900,Fully Paid
a0xRg00000EHbUXIA1,INV-GFF-49,3250,Fully Paid
a0xRg00000EHbW9IAL,INV-GFF-50,133900,Fully Paid
a0xRg00000EHbXlIAL,INV-GFF-51,133900,Fully Paid
a0xRg00000EHbazIAD,INV-TRD-1212,27389.66,Fully Paid
a0xRg00000EHbcbIAD,INV-TRD-1213,27389.66,Fully Paid
a0xRg00000EHbeDIAT,INV-TRD-1214,27389.66,Fully Paid
a0xRg00000EHbfpIAD,INV-TRD-1215,27391.7,Fully Paid
a0xRg00000EHctdIAD,INV-GFF-52,270500,Fully Paid
a0xRg00000EHcvFIAT,INV-GFF-53,3250,Fully Paid
a0xRg00000EHdsvIAD,INV-GFF-54,147100,Fully Paid
a0xRg00000EHdxlIAD,INV-GFF-55,143415.27,Partially Paid
a0xRg00000EHi6EIAT,INV-BTL-121,24495000,Fully Paid
a0xRg00000EJY5xIAH,INV-TRD-1216,332663.7,Partially Paid
a0xRg00000EJYdpIAH,INV-TRD2-348,106111.8,Fully Paid
a0xRg00000EJYh3IAH,INV-TRD2-349,95359.5,Fully Paid
a0xRg00000EJYkHIAX,INV-TRD-1217,66462,Cancelled
a0xRg00000EJYqkIAH,INV-TRD-1218,201312,Partially Paid
a0xRg00000EKSEbIAP,INV-TRD2-350,86652.56,Fully Paid
a0xRg00000EKShdIAH,INV-TRD2-351,626269.2,Fully Paid
a0xRg00000EKUt7IAH,INV-GFF-56,187560,Fully Paid
a0xRg00000EKrmTIAT,INV-TRD2-352,259245.12,Partially Paid
a0xRg00000EKu2nIAD,INV-TRD2-353,346346,Fully Paid
a0xRg00000EKwarIAD,INV-TRD2-354,141688.4,Fully Paid
a0xRg00000EKysnIAD,INV-TRD2-355,41293.8,Fully Paid
a0xRg00000EKz45IAD,INV-TRD2-356,95359.5,Fully Paid
a0xRg00000EL0eUIAT,INV-TRD2-357,98468.5,Fully Paid
a0xRg00000EL5pRIAT,INV-TRD2-358,55000,Partially Paid
a0xRg00000ENGaHIAX,INV-TRD-1219,32550,Fully Paid
a0xRg00000ENGbtIAH,INV-TRD-1220,64856.62,Fully Paid
a0xRg00000ENJLFIA5,INV-TRD-1221,29802,Partially Paid
a0xRg00000ENLN3IAP,INV-GFF-57,153600,Fully Paid
a0xRg00000ENRU5IAP,INV-TRD2-359,92020,Fully Paid
a0xRg00000ENUqBIAX,INV-TRD2-360,97039.5,Fully Paid
a0xRg00000ENeSvIAL,INV-TRD2-361,41965.8,Fully Paid
a0xRg00000EPeNBIA1,INV-GFF-58,135970,Partially Paid
a0xRg00000EPfZNIA1,INV-GFF-59,140340.41,Fully Paid
a0xRg00000EPfhRIAT,INV-TRD-1222,29987,Fully Paid
a0xRg00000EPrM2IAL,INV-POST-7,116836.5,Fully Paid
a0xRg00000EQ1ZtIAL,INV-GFF-60,159000,Fully Paid
a0xRg00000EQ6L3IAL,INV-BTL-122,7872.53,Partially Paid
a0xRg00000EU2dpIAD,INV-GFF-61,160800,Fully Paid
a0xRg00000EU2fRIAT,INV-GFF-62,160800,Fully Paid
a0xRg00000EU2ltIAD,INV-TRD-1223,27307.98,Fully Paid
a0xRg00000EU2xBIAT,INV-TRD2-362,346316,Partially Paid
a0xRg00000EV4thIAD,INV-TRD2-363,91279.3,Fully Paid
a0xRg00000EXPPNIA5,INV-GFF-63,165900,Fully Paid
a0xRg00000EXS0fIAH,INV-GFF-64,140770,Partially Paid
a0xRg00000EXS77IAH,INV-GFF-65,3250,Fully Paid
a0xRg00000EXSALIA5,INV-GFF-66,140770,Partially Paid
a0xRg00000EZrFtIAL,INV-TRD-1224,101137.8,Fully Paid
a0xRg00000EZvHtIAL,INV-BTL-123,982950,Fully Paid
a0xRg00000EZvJVIA1,INV-TRD2-364,21269.4,Fully Paid
a0xRg00000EZzQLIA1,INV-TRD-1225,28451.48,Fully Paid
a0xRg00000Ec5RdIAJ,INV-TRD2-365,102650.3,Fully Paid
a0xRg00000Ec5TFIAZ,INV-TRD2-366,102650.3,Fully Paid
a0xRg00000Ec5UrIAJ,INV-GFF-67,,Pending
a0xRg00000Ec5WTIAZ,INV-GFF-68,130000,Fully Paid
a0xRg00000Ec5Y5IAJ,INV-GFF-69,130000,Fully Paid
a0xRg00000Ec5ZiIAJ,INV-GFF-70,3250,Fully Paid
a0xRg00000Ec5gDIAR,INV-TRD-1226,34336.92,Partially Paid
a0xRg00000Ec6cDIAR,INV-GFF-71,132000,Fully Paid
a0xRg00000Ec6ifIAB,INV-GFF-72,132000,Fully Paid
a0xRg00000Ee6t3IAB,INV-GFF-73,,Pending
a0xRg00000Ee6ufIAB,INV-GFF-74,140070,Partially Paid
a0xRg00000Ee6wHIAR,INV-GFF-75,140070,Partially Paid
a0xRg00000Ee9SjIAJ,INV-TRD2-367,,Pending
a0xRg00000Ee9ULIAZ,INV-TRD2-368,469313,Fully Paid
a0xRg00000Ee9VxIAJ,INV-TRD2-369,,Pending
a0xRg00000Ee9XZIAZ,INV-TRD2-370,463659,Fully Paid
a0xRg00000Ee9ZCIAZ,INV-TRD2-371,,Pending
a0xRg00000Ee9cPIAR,INV-TRD2-372,480417.5,Fully Paid
a0xRg00000EeCIYIA3,INV-TRD2-373,445210.5,Fully Paid
a0xRg00000Efrl3IAB,INV-GFF-76,3250,Fully Paid
a0xRg00000EfrmfIAB,INV-GFF-77,135100,Fully Paid
a0xRg00000EgLj7IAF,INV-TRD-1227,69173.94,Fully Paid
a0xRg00000EgOKPIA3,INV-TRD-1228,29402.76,Fully Paid
a0xRg00000EgOM1IAN,INV-TRD-1229,29235.07,Partially Paid
a0xRg00000EgONdIAN,INV-TRD-1230,122196,Partially Paid
a0xRg00000EgOPFIA3,INV-TRD-1231,,Pending
a0xRg00000EgOQrIAN,INV-TRD-1232,44728,Fully Paid
a0xRg00000EgOc9IAF,INV-TRD-1233,28664.16,Fully Paid
a0xRg00000EgOlpIAF,INV-TRD-1234,29802.46,Fully Paid
a0xRg00000EgOnRIAV,INV-TRD-1235,29060,Fully Paid
a0xRg00000EgOnSIAV,INV-TRD-1246,31000,Fully Paid
a0xRg00000EgOp3IAF,INV-TRD-1236,32874,Partially Paid
a0xRg00000EgOp4IAF,INV-TRD-1237,31093,Fully Paid
a0xRg00000EgOvVIAV,INV-TRD-1238,27650.98,Fully Paid
a0xRg00000EgOyjIAF,INV-TRD-1239,26265.12,Fully Paid
a0xRg00000EgP1xIAF,INV-TRD-1240,44285.04,Fully Paid
a0xRg00000EgPErIAN,INV-TRD-1241,31185.82,Fully Paid
a0xRg00000EgPI5IAN,INV-TRD-1242,27733.68,Fully Paid
a0xRg00000EgPJhIAN,INV-TRD-1243,33738.02,Fully Paid
a0xRg00000EgPLJIA3,INV-TRD-1244,26343.68,Fully Paid
a0xRg00000EgPOXIA3,INV-TRD-1245,28972,Partially Paid
a0xRg00000EgPTNIA3,INV-TRD-1247,66948,Partially Paid
a0xRg00000EgPUzIAN,INV-TRD-1248,28522.94,Fully Paid
a0xRg00000EgPjVIAV,INV-TRD-1249,26186.56,Fully Paid
a0xRg00000EgQhBIAV,INV-TRD-1250,,Cancelled
a0xRg00000EgQioIAF,INV-TRD-1269,,Pending
a0xRg00000EgQm1IAF,INV-TRD-1251,,Pending
a0xRg00000EgQsTIAV,INV-TRD-1252,29115.9,Fully Paid
a0xRg00000EgR6zIAF,INV-TRD-1253,32938.4,Fully Paid
a0xRg00000EgRF3IAN,INV-TRD-1254,65177.7,Fully Paid
a0xRg00000EgRJtIAN,INV-TRD-1255,27982,Fully Paid
a0xRg00000EgRLVIA3,INV-TRD-1256,,Pending
a0xRg00000EgRLWIA3,INV-TRD-1258,28659.96,Fully Paid
a0xRg00000EgRQLIA3,INV-TRD-1257,30159.02,Fully Paid
a0xRg00000EgRbdIAF,INV-TRD-1259,,Cancelled
a0xRg00000EgRtNIAV,INV-TRD-1260,30456.16,Fully Paid
a0xRg00000EgS33IAF,INV-TRD-1261,66858.34,Fully Paid
a0xRg00000EgSB7IAN,INV-TRD-1262,28939.56,Fully Paid
a0xRg00000EgTwnIAF,INV-TRD-1263,,Pending
a0xRg00000EgU1dIAF,INV-TRD-1264,27900,Partially Paid
a0xRg00000EgUBJIA3,INV-TRD-1265,26835,Fully Paid
a0xRg00000EgVCDIA3,INV-TRD-1266,45673.2,Fully Paid
a0xRg00000EgVDqIAN,INV-TRD-1272,30421.1,Fully Paid
a0xRg00000EgVDrIAN,INV-TRD-1275,,Cancelled
a0xRg00000EgVk5IAF,INV-TRD-1267,67510.62,Fully Paid
a0xRg00000EgVowIAF,INV-TRD-1273,34414.94,Fully Paid
a0xRg00000EgVqXIAV,INV-TRD-1268,30875.76,Fully Paid
a0xRg00000EgW53IAF,INV-TRD-1270,,Pending
a0xRg00000EgWRdIAN,INV-TRD-1271,31051,Fully Paid
a0xRg00000EgXFeIAN,INV-TRD-1276,,Cancelled
a0xRg00000EgY6rIAF,INV-TRD-1274,29652.58,Fully Paid
a0xRg00000EgYreIAF,INV-TRD-1279,46824,Fully Paid
a0xRg00000EgZ69IAF,INV-TRD-1277,,Pending
a0xRg00000EgZEDIA3,INV-TRD-1278,27495.9,Fully Paid
a0xRg00000EgaNBIAZ,INV-TRD-1280,18720,Fully Paid
a0xRg00000EgaWrIAJ,INV-TRD-1281,18720,Fully Paid
a0xRg00000EgadKIAR,INV-TRD-1285,95120,Fully Paid
a0xRg00000EgaqDIAR,INV-TRD-1282,31900,Fully Paid
a0xRg00000EgatRIAR,INV-TRD-1283,31900,Fully Paid
a0xRg00000Egb7xIAB,INV-TRD-1284,42520,Fully Paid
a0xRg00000EgctdIAB,INV-GFF-78,3250,Fully Paid
a0xRg00000EgcwrIAB,INV-GFF-79,165900,Fully Paid
a0xRg00000EiZoPIAV,INV-GFF-80,136900,Fully Paid
a0xRg00000EiZq1IAF,INV-GFF-81,136900,Fully Paid
a0xRg00000EiaqvIAB,INV-GFF-82,258800,Fully Paid
a0xRg00000Eib8fIAB,INV-GFF-83,257200,Fully Paid
a0xRg00000EibNBIAZ,INV-GFF-84,262400,Fully Paid
a0xRg00000EibQPIAZ,INV-GFF-85,3600,Partially Paid
a0xRg00000EibgXIAR,INV-GFF-86,134000,Fully Paid
a0xRg00000EibmzIAB,INV-GFF-87,237600,Fully Paid
a0xRg00000EibrpIAB,INV-GFF-88,414060.27,Partially Paid
a0xRg00000EicHdIAJ,INV-GFF-89,,Pending
a0xRg00000EicXnIAJ,INV-GFF-96,142500,Fully Paid
a0xRg00000EifVeIAJ,INV-GFF-92,134000,Fully Paid
a0xRg00000EigEpIAJ,INV-GFF-98,132000,Fully Paid
a0xRg00000EigTJIAZ,INV-GFF-90,132800,Fully Paid
a0xRg00000EigWXIAZ,INV-GFF-91,132800,Fully Paid
a0xRg00000EihE6IAJ,INV-GFF-93,133835.32,Partially Paid
a0xRg00000Eii25IAB,INV-GFF-94,288993.96,Partially Paid
a0xRg00000Eii5JIAR,INV-GFF-95,288642.03,Partially Paid
a0xRg00000EijCfIAJ,INV-GFF-97,142500,Fully Paid
a0xRg00000EikALIAZ,INV-GFF-99,132000,Fully Paid
a0xRg00000EkfPtIAJ,INV-GFF-100,135500,Fully Paid
a0xRg00000EkfXxIAJ,INV-GFF-101,159000,Fully Paid
a0xRg00000EkfZZIAZ,INV-GFF-102,159000,Fully Paid
a0xRg00000EkfbBIAR,INV-GFF-103,159000,Fully Paid
a0xRg00000EkgFVIAZ,INV-GFF-104,151777.55,Fully Paid
a0xRg00000EmfiLIAR,INV-GFF-105,55880,Partially Paid
a0xRg00000EmgzNIAR,INV-TRD2-374,44398,Fully Paid
a0xRg00000Emi8LIAR,INV-TRD2-375,89016,Fully Paid
a0xRg00000Emi9xIAB,INV-TRD2-376,214664.6,Fully Paid
a0xRg00000EmiEnIAJ,INV-GFF-106,135860,Fully Paid
a0xRg00000EmiJdIAJ,INV-GFF-107,275200,Fully Paid
a0xRg00000EmiLFIAZ,INV-GFF-108,275200,Fully Paid
a0xRg00000EmiMrIAJ,INV-GFF-109,143820,Partially Paid
a0xRg00000EmiOTIAZ,INV-GFF-110,133100,Fully Paid
a0xRg00000EmiQ5IAJ,INV-GFF-111,145400,Fully Paid
a0xRg00000EmiRhIAJ,INV-GFF-112,145400,Fully Paid
a0xRg00000EmiTJIAZ,INV-GFF-113,134600,Fully Paid
a0xRg00000EmiUvIAJ,INV-GFF-114,134600,Fully Paid
a0xRg00000EmijRIAR,INV-GFF-115,162200,Fully Paid
a0xRg00000Emil3IAB,INV-GFF-116,270500,Fully Paid
a0xRg00000EmioHIAR,INV-GFF-117,140100,Fully Paid
a0xRg00000EmipuIAB,INV-GFF-118,139300,Fully Paid
a0xRg00000EmkDUIAZ,INV-GFF-119,139270,Partially Paid
a0xRg00000EmkTVIAZ,INV-GFF-120,145100,Fully Paid
a0xRg00000EmkV7IAJ,INV-GFF-121,145070,Partially Paid
a0xRg00000Emkq5IAB,INV-GFF-122,161000,Fully Paid
a0xRg00000EoctFIAR,INV-TRD2-377,38714,Fully Paid
a0xRg00000EocurIAB,INV-TRD2-378,88910,Fully Paid
a0xRg00000EofUXIAZ,INV-TRD2-379,102425.07,Partially Paid
a0xRg00000EofXlIAJ,INV-GFF-123,159000,Fully Paid
a0xRg00000EofZNIAZ,INV-GFF-124,159000,Fully Paid
a0xRg00000EofazIAB,INV-TRD-1286,157652.88,Fully Paid
a0xRg00000EokR0IAJ,INV-TRD-1288,331376.1,Fully Paid
a0xRg00000Eoku1IAB,INV-TRD-1287,135700.44,Fully Paid
a0xRg00000EqV7hIAF,INV-TRD-1289,128986.32,Partially Paid
a0xRg00000EqVAvIAN,INV-TRD2-380,88910,Fully Paid
a0xRg00000Er2hxIAB,INV-GFF-125,3250,Fully Paid
a0xRg00000Et78yIAB,INV-TRD2-386,113274,Fully Paid
a0xRg00000Et7lZIAR,INV-TRD-1290,101137.8,Fully Paid
a0xRg00000Et8w9IAB,INV-TRD2-381,40407,Fully Paid
a0xRg00000Et8xlIAB,INV-TRD2-382,186284,Fully Paid
a0xRg00000Et8zNIAR,INV-TRD2-386,37150,Fully Paid
a0xRg00000Et90zIAB,INV-TRD2-387,170000,Fully Paid
a0xRg00000Et92bIAB,INV-TRD2-383,,Cancelled
a0xRg00000Et94DIAR,INV-TRD2-384,36950,Cancelled
a0xRg00000Et95pIAB,INV-TRD2-385,48459.6,Fully Paid
a0xRg00000EtA57IAF,INV-TRD2-387,48023.12,Fully Paid
a0xRg00000EtA8LIAV,INV-TRD2-388,112182.8,Fully Paid
a0xRg00000EtEDZIA3,INV-TRD2-389,108910.17,Partially Paid
a0xRg00000EvDOfIAN,INV-TRD2-390,91658,Partially Paid
a0xRg00000EvFiEIAV,INV-TRD2-391,81690,Fully Paid
a0xRg00000EvI4zIAF,INV-TRD2-392,107448.7,Partially Paid
a0xRg00000ExMkPIAV,INV-TRD2-384,36724,Fully Paid
a0xRg00000ExMndIAF,INV-TRD2-385,839350,Fully Paid
a0xRg00000ExNjhIAF,INV-TRD-1291,27798.66,Partially Paid
a0xRg00000ExPK5IAN,INV-TRD2-393,39113.12,Fully Paid
a0xRg00000ExPNJIA3,INV-TRD2-394,179815.6,Fully Paid
a0xRg00000EzNPeIAN,INV-TRD-1294,135079.36,Fully Paid
a0xRg00000EzPRGIA3,INV-TRD-1297,54550,Fully Paid
a0xRg00000EzQS9IAN,INV-TRD-1292,145792.28,Fully Paid
a0xRg00000EzQTlIAN,INV-TRD-1293,112677,Fully Paid
a0xRg00000EzQVNIA3,INV-TRD-1295,39726.32,Fully Paid
a0xRg00000EzQWzIAN,INV-TRD-1296,41384.28,Fully Paid
a0xRg00000EzQYbIAN,INV-TRD-1298,42923.88,Fully Paid
